gene_id,SRR13389805,SRR13389807,SRR13389809,SRR13389815,SRR13389817,SRR13389818,SRR13389820,SRR13389824,SRR13389834,SRR13389840,SRR13389841,SRR13389849
gene-LOC119869861|LOC119869861,1,0,0,1,0,0,0,1,1,3,0,1
gene-LOC111090565|LOC111090565,7,18,10,0,18,0,17,23,6,11,0,9
gene-ZNF236|ZNF236,1105,1023,817,734,1209,1231,709,999,1076,1281,356,786
gene-LOC111092528|LOC111092528,0,0,4,0,3,3,2,4,0,3,3,4
gene-LOC102157008|LOC102157008,64,64,94,19,81,0,50,75,10,18,0,33
gene-ZNF516|ZNF516,2615,2768,2383,1339,2611,1161,1915,2409,1203,1500,547,1611
gene-LOC119870615|LOC119870615,4,0,6,0,7,0,0,12,0,0,0,7
gene-LOC111092546|LOC111092546,2483,2628,2765,770,3096,9,1916,2650,715,1054,13,1517
gene-TSHZ1|TSHZ1,518,517,117,662,290,1157,105,311,712,783,740,247
gene-LOC111092553|LOC111092553,13,19,6,11,5,24,0,15,21,26,12,12
gene-ZADH2|ZADH2,489,474,126,601,297,772,118,260,546,620,544,209
gene-ZNF407|ZNF407,677,604,501,476,701,347,410,551,728,701,206,474
gene-LOC119869871|LOC119869871,0,0,0,0,0,0,0,0,0,0,0,0
gene-CNDP1|CNDP1,46,98,50,71,38,59,30,53,62,73,5,46
gene-CNDP2|CNDP2,3068,2920,2382,3874,3764,1602,2576,2547,3224,3347,2325,2780
gene-LOC106560088|LOC106560088,128,158,111,114,179,0,159,113,74,89,8,115
gene-LOC111092777|LOC111092777,321,336,160,124,358,2,335,292,145,117,21,126
gene-DIPK1C|DIPK1C,42,35,60,32,51,14,25,76,26,26,4,35
gene-C1H18orf63|C1H18orf63,1138,1022,540,449,856,33,286,615,1701,2443,221,1246
gene-LOC119863882|LOC119863882,757,934,232,3095,588,3231,215,548,1850,1770,4076,476
gene-LOC119870698|LOC119870698,167,182,148,137,202,2,174,130,72,110,50,129
gene-LOC119870965|LOC119870965,1,1,2,0,2,0,2,1,3,0,0,4
gene-TIMM21|TIMM21,1538,1863,1531,709,1814,875,1229,1505,604,691,658,1039
gene-FBXO15|FBXO15,2020,2060,2024,1194,2435,130,1651,1939,1081,1286,40,1683
gene-LOC111090571|LOC111090571,20,15,20,17,20,0,20,23,23,19,0,30
gene-LOC111090572|LOC111090572,10,0,9,0,11,0,0,0,0,0,0,8
gene-LOC100685303|LOC100685303,21,24,22,6,16,3,13,19,0,7,0,20
gene-LOC111092948|LOC111092948,10,5,5,4,8,0,13,3,1,3,0,3
gene-LOC608797|LOC608797,732,707,383,885,636,677,304,545,1124,1165,581,612
gene-LOC111092970|LOC111092970,0,0,0,0,13,0,0,16,0,0,0,7
gene-CBLN2|CBLN2,10,4,3,11,16,6,13,14,28,51,0,13
gene-LOC111093124|LOC111093124,126,225,276,305,318,0,215,346,121,282,0,214
gene-NETO1|NETO1,128,71,61,38,43,7,21,76,67,64,0,56
gene-LOC111090579|LOC111090579,0,0,0,0,12,0,0,18,9,18,0,0
gene-LOC111090576|LOC111090576,40,0,41,23,74,0,59,0,6,0,0,21
gene-LOC100685067|LOC100685067,2,2,2,2,1,2,1,2,1,2,4,1
gene-LOC111090580|LOC111090580,31,124,37,16,23,0,24,29,9,7,0,4
gene-LOC100685678|LOC100685678,31,34,40,36,67,8,35,29,32,39,14,35
gene-LOC100856140|LOC100856140,2,2,1,3,0,2,2,1,1,2,1,2
gene-LOC100685755|LOC100685755,308,54,86,118,321,2,197,468,48,84,0,113
gene-LOC106559414|LOC106559414,1,0,0,1,1,0,0,0,0,0,0,0
gene-LOC102152669|LOC102152669,330,343,601,74,461,0,178,320,54,104,0,193
gene-LOC111093237|LOC111093237,11,13,20,5,6,0,5,9,0,0,0,10
gene-LOC102152482|LOC102152482,945,1078,944,583,1772,4,1529,999,259,384,10,708
gene-LOC111093261|LOC111093261,68,89,83,38,127,0,86,80,18,27,0,43
gene-LOC102152782|LOC102152782,22,30,26,20,48,55,20,42,21,21,35,45
gene-LOC100683962|LOC100683962,0,0,0,0,0,0,0,0,0,0,0,0
gene-SOCS6|SOCS6,198,199,55,217,187,1191,26,128,390,530,972,130
gene-LOC119870699|LOC119870699,0,0,0,0,0,0,0,0,0,0,2,0
gene-LOC100856283|LOC100856283,1,2,1,2,1,4,1,1,2,1,2,1
gene-CD226|CD226,29,30,26,43,16,38,14,32,34,65,4,22
gene-RTTN|RTTN,1136,988,732,580,1032,448,560,872,1161,1065,220,1076
gene-LOC111090592|LOC111090592,12,12,13,6,9,0,4,10,0,0,0,7
gene-CCDC102B|CCDC102B,70,112,78,27,87,0,149,97,30,49,0,40
gene-LOC102156226|LOC102156226,5,7,8,10,5,27,7,5,5,8,13,8
gene-LOC100686410|LOC100686410,22,21,16,31,34,43,11,17,31,35,25,17
gene-LOC119870703|LOC119870703,0,3,0,0,0,0,0,0,0,0,0,0
gene-LOC119870700|LOC119870700,20,36,43,10,37,10,87,12,5,6,0,6
gene-DOK6|DOK6,612,617,269,360,536,1416,431,502,527,607,54,275
gene-LOC119870701|LOC119870701,12,11,7,10,18,0,13,6,0,4,0,6
gene-LOC119870702|LOC119870702,5,9,10,0,13,0,14,18,3,0,0,8
gene-LOC483946|LOC483946,0,0,1,2,1,2,0,2,0,0,1,1
gene-LOC102154255|LOC102154255,79,118,181,79,221,0,168,198,86,142,0,191
gene-LOC119871403|LOC119871403,360,382,418,635,580,1844,377,334,348,386,2141,367
gene-LOC111090594|LOC111090594,17,9,8,5,10,0,0,12,0,0,0,4
gene-LOC111090601|LOC111090601,6,9,0,3,0,0,4,0,0,0,0,0
gene-LOC483943|LOC483943,1,1,1,1,1,0,1,0,0,1,1,1
gene-LOC100686966|LOC100686966,0,0,0,0,0,0,0,0,0,0,0,0
gene-CDH19|CDH19,10,9,0,7,6,540,2,10,5,12,96,7
gene-LOC119871240|LOC119871240,19,26,18,33,21,33,10,16,22,24,31,24
gene-TMX3|TMX3,347,341,114,261,354,1270,126,342,561,660,1006,360
gene-LOC106557620|LOC106557620,49,58,14,3,91,12,25,40,14,19,7,51
gene-DSEL|DSEL,67,57,29,86,48,477,23,55,99,127,54,68
gene-CDH7|CDH7,56,151,89,139,111,45,80,132,176,196,24,100
gene-LOC119870085|LOC119870085,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC111093764|LOC111093764,46,88,112,123,99,0,109,90,96,130,0,84
gene-LOC119870704|LOC119870704,19,18,6,15,23,0,7,13,26,25,0,18
gene-SERPINB8|SERPINB8,77,105,55,42,79,257,118,71,20,30,218,57
gene-SERPINB2|SERPINB2,11,9,5,10,11,31,6,12,10,21,625,11
gene-LOC111093874|LOC111093874,39,28,13,34,24,7,8,18,32,22,43,32
gene-SERPINB7|SERPINB7,5,5,4,5,12,2,8,0,0,0,0,4
gene-LOC111093968|LOC111093968,58,48,40,16,73,0,15,39,17,5,0,23
gene-LOC111094496|LOC111094496,9,6,17,13,31,0,15,9,18,23,0,18
gene-LOC119870707|LOC119870707,0,0,0,0,0,0,0,0,0,5,0,0
gene-LOC111094480|LOC111094480,1,1,0,1,1,1,0,3,1,1,16,1
gene-LOC111094334|LOC111094334,14,12,24,0,33,0,15,89,21,0,3,9
gene-KDSR|KDSR,1201,1153,203,691,620,731,173,601,1483,1285,466,537
gene-BCL2|BCL2,93,87,19,69,48,298,13,55,126,123,347,27
gene-LOC111094459|LOC111094459,4,2,6,2,4,0,0,7,1,1,2,0
gene-LOC119870706|LOC119870706,6,2,21,1,1,0,0,11,8,2,0,2
gene-SERPINB11|SERPINB11,1016,1117,935,653,1383,14,862,1116,620,620,17,716
gene-LOC483954|LOC483954,0,4,0,0,0,0,0,0,2,6,0,0
gene-SERPINB13|SERPINB13,0,0,0,3,0,146,0,0,0,2,229,0
gene-SERPINB12|SERPINB12,0,0,0,0,0,0,0,0,0,0,0,0
gene-SERPINB5|SERPINB5,2378,2841,2492,2300,3425,153,2675,2483,1489,2574,418,2478
gene-LOC119870705|LOC119870705,302,398,358,116,434,3,326,365,91,111,6,173
gene-VPS4B|VPS4B,654,664,308,587,528,1182,345,396,945,1110,880,456
gene-LOC119870632|LOC119870632,9,18,15,26,13,2,17,22,19,23,0,22
gene-LOC119870709|LOC119870709,0,0,0,0,2,0,0,0,0,1,0,0
gene-PHLPP1|PHLPP1,1550,1627,1515,636,1560,509,1327,1733,515,806,375,1222
gene-LOC119870708|LOC119870708,30,26,27,10,23,4,23,23,4,11,0,23
gene-LOC102155763|LOC102155763,5,5,4,4,4,5,4,3,2,3,4,5
gene-LOC119870710|LOC119870710,0,0,0,0,0,10,0,0,0,0,0,2
gene-TNFRSF11A|TNFRSF11A,29,3,0,8,8,262,0,9,30,21,14,0
gene-LOC111094566|LOC111094566,22,34,23,26,24,0,34,31,9,17,0,20
gene-ZCCHC2|ZCCHC2,2484,3027,2137,2296,3375,707,2190,2677,2141,2628,353,2448
gene-LOC111094618|LOC111094618,3,6,5,5,9,51,7,6,9,9,18,6
gene-RELCH|RELCH,948,786,442,550,730,1054,333,559,1503,1355,1635,961
gene-LOC119869845|LOC119869845,0,0,0,0,0,0,0,0,0,0,0,0
gene-PPIAP1|PPIAP1,569,612,663,939,670,492,676,594,409,516,549,554
gene-LOC102153530|LOC102153530,84,93,99,201,88,447,84,81,88,116,342,86
gene-LOC100682754|LOC100682754,0,0,0,0,0,0,0,0,0,0,0,1
gene-LOC119870634|LOC119870634,18,49,23,22,54,0,37,38,10,14,2,44
gene-PIGN|PIGN,5236,5374,4240,1638,5232,778,3412,4327,3404,3896,591,3880
gene-LOC609896|LOC609896,712,181,239,225,336,89,196,219,118,162,51,159
gene-LOC111090609|LOC111090609,25,71,26,8,67,0,50,44,6,10,0,38
gene-LOC119870712|LOC119870712,0,4,0,2,5,0,11,0,2,0,0,5
gene-LOC119870635|LOC119870635,0,0,0,0,3,0,17,0,0,0,0,2
gene-RNF152|RNF152,45,23,18,59,26,376,17,50,45,55,705,29
gene-LOC111094787|LOC111094787,12,0,5,0,6,0,10,0,3,3,0,8
gene-LOC100688146|LOC100688146,1,0,0,0,0,1,0,0,0,0,0,0
gene-LOC119870715|LOC119870715,0,0,0,0,0,0,4,0,4,4,0,0
gene-LOC111090610|LOC111090610,0,0,0,0,0,0,0,0,6,0,65,0
gene-LOC119869959|LOC119869959,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC483960|LOC483960,115,94,64,29,123,0,81,67,34,30,0,37
gene-LOC100688291|LOC100688291,5,3,2,4,4,6,3,2,3,4,5,2
gene-LOC119870716|LOC119870716,11,8,10,5,14,0,14,6,3,0,0,0
gene-LOC111094796|LOC111094796,397,316,286,206,265,0,218,268,171,174,6,194
gene-CDH20|CDH20,99,80,66,32,73,5,81,64,33,39,0,57
gene-LOC119870714|LOC119870714,22,4,7,4,9,0,3,4,13,14,0,7
gene-LOC119870713|LOC119870713,5,2,9,0,9,0,3,6,0,2,0,0
gene-LOC119872244|LOC119872244,0,0,0,0,0,17,0,0,0,0,0,0
gene-CCBE1|CCBE1,70,62,18,54,51,118,11,47,44,60,35,33
gene-LOC119870717|LOC119870717,7,5,0,0,5,0,6,8,0,4,0,3
gene-GRP|GRP,8,5,0,6,7,0,0,3,0,12,0,0
gene-LOC119870637|LOC119870637,0,0,0,0,0,0,0,0,0,2,0,0
gene-SEC11C|SEC11C,650,612,365,637,593,818,163,382,739,894,5213,444
gene-LOC610160|LOC610160,0,0,0,0,0,27,0,0,0,0,5,0
gene-LMAN1|LMAN1,10846,10796,7853,6885,13783,2533,6225,8288,11961,15240,4592,11474
gene-CPLX4|CPLX4,16,31,38,9,30,0,38,35,5,26,0,28
gene-LOC119870718|LOC119870718,4,0,7,2,5,15,0,1,0,5,5,5
gene-ZNF532|ZNF532,2818,2911,1583,2361,2806,5895,1990,2485,2537,3120,935,1934
gene-MALT1|MALT1,1687,2124,1771,1244,2960,1421,1608,2060,1272,1873,1461,2141
gene-LOC100684262|LOC100684262,1,0,0,0,0,2,1,3,0,0,0,0
gene-LOC102151902|LOC102151902,0,0,0,0,0,9,0,0,0,0,9,0
gene-ALPK2|ALPK2,8,10,7,8,9,25,0,19,5,4,48,0
gene-ATP8B1|ATP8B1,63,32,15,58,23,920,11,59,34,98,1607,46
gene-LOC111095132|LOC111095132,5,4,0,10,12,11,5,7,7,10,9,9
gene-NARS1|NARS1,726,592,314,829,629,1747,221,526,1116,1411,1827,695
gene-NEDD4L|NEDD4L,1479,1300,394,1403,929,2403,348,834,1717,1450,1387,648
gene-LOC119870721|LOC119870721,0,0,0,0,0,0,0,0,5,0,0,0
gene-LOC119870720|LOC119870720,21,34,14,36,21,0,30,32,23,17,0,15
gene-FECH|FECH,641,689,303,535,715,441,240,344,952,1290,333,326
gene-ONECUT2|ONECUT2,28,17,21,46,30,5,23,32,32,70,4,30
gene-LOC119870722|LOC119870722,9,6,3,15,0,0,2,7,3,5,0,3
gene-ST8SIA3|ST8SIA3,63,44,9,70,13,3,5,28,63,64,0,15
gene-LOC111095152|LOC111095152,20,25,13,18,23,0,24,21,4,12,0,13
gene-LOC111090613|LOC111090613,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC111095155|LOC111095155,27,39,25,26,25,0,41,31,0,20,0,12
gene-LOC111090614|LOC111090614,5,17,15,0,33,0,5,11,3,8,0,18
gene-LOC119869865|LOC119869865,0,0,0,0,0,1,0,0,0,0,0,0
gene-TXNL1|TXNL1,1433,1566,1024,1123,1620,980,817,1421,1197,1565,2390,1502
gene-LOC102153304|LOC102153304,0,0,0,0,0,0,0,0,0,0,0,0
gene-WDR7|WDR7,2485,2730,1472,1727,2518,685,1257,1848,3048,3055,980,1914
gene-LOC111095146|LOC111095146,11,0,5,5,7,0,0,0,0,3,0,0
gene-LOC612779|LOC612779,33,43,23,33,26,46,27,36,30,16,23,32
gene-LOC111090615|LOC111090615,0,9,0,0,0,0,0,8,3,10,0,4
gene-LOC119870639|LOC119870639,0,18,9,3,0,0,0,16,5,5,0,6
gene-LOC119870640|LOC119870640,3,0,0,0,0,0,0,0,0,0,0,0
gene-LOC610632|LOC610632,0,2,3,0,4,38,3,7,5,7,16,2
gene-LOC111095182|LOC111095182,48,62,25,69,52,114,25,59,73,164,31,111
gene-LOC111095168|LOC111095168,121,208,195,135,167,0,85,187,179,201,0,185
gene-CCDC68|CCDC68,16,34,19,13,27,157,17,52,13,22,43,18
gene-RAB27B|RAB27B,11,8,0,10,6,295,7,5,6,15,1058,9
gene-LOC111095166|LOC111095166,67,53,36,23,76,0,55,55,13,34,0,24
gene-CUPIN1|CUPIN1,153,169,190,82,235,0,87,200,99,142,0,153
gene-TCF4|TCF4,295,267,221,137,385,290,233,308,102,136,32,161
gene-LOC102154410|LOC102154410,657,818,613,715,814,65,862,645,396,543,332,628
gene-MBD2|MBD2,789,948,382,1025,535,1231,308,656,1082,982,2403,614
gene-LOC119870641|LOC119870641,4,4,0,0,0,0,0,0,0,3,0,0
gene-LOC106559491|LOC106559491,301,305,230,228,335,201,176,279,238,255,166,261
gene-POLI|POLI,1180,988,794,791,1295,738,626,1278,1896,1952,520,1251
gene-C1H18orf54|C1H18orf54,1660,1708,1249,628,1612,214,1035,1588,1057,1470,132,1481
gene-STARD6|STARD6,4621,5992,5473,1125,5420,212,3313,5495,841,1300,223,3903
gene-LOC100683370|LOC100683370,7367,6133,3260,12897,4562,9328,2961,4985,7596,8880,3961,5021
gene-LOC102154621|LOC102154621,578,448,607,105,827,0,430,676,37,66,5,578
gene-LOC119870724|LOC119870724,0,0,0,0,0,4,0,0,0,0,4,0
gene-LOC111090624|LOC111090624,9,6,17,0,21,0,13,10,0,0,0,7
gene-DCC|DCC,253,216,281,160,378,1438,223,393,218,175,35,281
gene-LOC119869846|LOC119869846,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC119869925|LOC119869925,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC119869917|LOC119869917,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC106558192|LOC106558192,3,4,3,5,3,6,2,2,3,4,8,4
gene-LOC119870726|LOC119870726,45,52,32,14,37,0,37,32,0,0,0,27
gene-MEX3C|MEX3C,6429,7953,7762,2359,8386,916,5872,7850,1868,2791,789,4620
gene-SMAD4|SMAD4,392,331,128,318,281,1178,146,219,512,563,726,291
gene-ELAC1|ELAC1,693,528,372,504,642,658,307,414,893,822,479,514
gene-LOC111095221|LOC111095221,6,4,0,0,0,0,8,0,4,5,0,0
gene-ME2|ME2,3168,3178,1886,2120,2863,970,1779,2657,2905,3422,663,3206
gene-LOC106559532|LOC106559532,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC111095227|LOC111095227,117,157,58,50,157,0,140,182,72,72,0,81
gene-MC5R|MC5R,2,0,0,0,0,0,0,0,0,0,0,0
gene-MC2R|MC2R,2,0,0,0,3,3,0,0,2,3,0,0
gene-RNMT|RNMT,3521,3895,3772,2322,5075,1571,2545,3604,3160,3768,1231,3820
gene-FAM210A|FAM210A,1937,2184,2254,775,2620,454,1562,2268,782,1190,287,1872
gene-LOC119870645|LOC119870645,82,37,52,86,92,4,10,106,44,96,5,76
gene-CCN2|CCN2,211,438,132,683,161,3026,47,460,227,588,840,252
gene-LDLRAD4|LDLRAD4,48,46,41,40,56,958,28,90,18,46,26,46
gene-LOC119870728|LOC119870728,10,5,11,6,11,74,11,21,4,4,0,10
gene-LOC119870646|LOC119870646,2,1,1,1,1,1,1,2,2,2,1,2
gene-LOC111095250|LOC111095250,0,0,0,0,0,25,0,0,0,0,57,0
gene-LOC476204|LOC476204,29,32,15,21,30,56,9,13,43,43,66,30
gene-LOC119870729|LOC119870729,0,4,0,19,14,2,6,17,12,8,2,0
gene-LOC102156553|LOC102156553,382,620,593,163,680,30,218,634,131,163,32,410
gene-LOC100686253|LOC100686253,602,478,304,1417,580,1185,269,361,797,855,537,500
gene-LOC111095255|LOC111095255,10,36,12,10,6,9,4,13,8,15,0,7
gene-LOC119869954|LOC119869954,3,4,4,0,5,0,2,0,1,2,0,6
gene-LOC491231|LOC491231,2761,3429,3044,2865,2730,243,3479,3327,1628,1874,183,3004
gene-LOC100684412|LOC100684412,32,33,18,34,29,83,24,20,0,45,74,18
gene-LOC119869889|LOC119869889,0,0,0,0,0,0,0,0,0,0,0,0
gene-MOXD1|MOXD1,126,134,223,55,151,1134,113,144,21,34,716,96
gene-LOC111095249|LOC111095249,122,228,293,50,159,2,105,136,18,65,0,154
gene-LOC119870730|LOC119870730,3,0,0,3,5,33,1,1,1,0,22,0
gene-STX7|STX7,233,237,73,250,139,2099,50,150,470,624,1207,165
gene-LOC100686959|LOC100686959,3,8,0,0,5,0,7,9,6,1,0,3
gene-LOC119874067|LOC119874067,326,352,229,169,299,331,247,270,255,318,384,252
gene-LOC119869965|LOC119869965,0,0,0,0,0,0,0,0,0,0,0,0
gene-VNN1|VNN1,29,23,26,157,44,616,10,70,99,106,157,50
gene-SLC18B1|SLC18B1,745,534,471,598,960,938,244,378,958,857,334,825
gene-LOC111095273|LOC111095273,11,10,6,9,24,0,11,18,7,9,0,4
gene-LOC476208|LOC476208,1,4,1,2,2,38,1,1,1,5,2,4
gene-LOC111095280|LOC111095280,13,0,21,0,12,0,7,7,0,3,0,0
gene-LOC119870732|LOC119870732,6,7,11,5,7,0,0,6,3,5,8,7
gene-LOC111095265|LOC111095265,67,87,51,114,97,89,40,28,50,56,84,40
gene-RPS12|RPS12,5621,6090,3281,11193,4679,26377,3629,4046,5818,6431,24044,3254
gene-LOC119869906|LOC119869906,1,2,1,0,1,14,2,0,3,3,2,3
gene-LOC119869922|LOC119869922,4,4,2,6,6,21,2,7,7,6,11,3
gene-LOC119869914|LOC119869914,4,5,3,9,3,20,2,5,11,6,12,4
gene-LOC611353|LOC611353,1,2,0,1,2,1,0,0,0,1,2,1
gene-TCF21|TCF21,424,436,403,648,673,620,449,404,197,118,39,293
gene-EYA4|EYA4,20,13,11,19,14,11,5,16,22,57,25,37
gene-LOC111095294|LOC111095294,12,29,15,6,21,0,13,14,5,5,0,7
gene-LOC102156588|LOC102156588,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC100684703|LOC100684703,5,4,4,4,6,8,4,6,6,5,7,6
gene-TBPL1|TBPL1,2203,2465,1318,1259,2329,203,1425,1766,1278,1718,211,1635
gene-SLC2A12|SLC2A12,84,119,42,117,98,404,49,86,56,51,96,58
gene-LOC119869951|LOC119869951,1,1,1,0,1,0,1,1,1,1,0,1
gene-LOC119869853|LOC119869853,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC119870650|LOC119870650,0,5,3,0,0,0,0,4,0,0,0,0
gene-LOC119870651|LOC119870651,0,0,0,0,0,0,0,0,0,0,59,0
gene-ALDH8A1|ALDH8A1,0,0,0,0,6,18,4,4,11,5,49,0
gene-LOC106559542|LOC106559542,6,11,6,0,6,5,6,17,4,10,5,0
gene-LOC111095317|LOC111095317,3,0,0,0,0,3,0,3,0,0,8,0
gene-LOC106558449|LOC106558449,0,2,0,0,0,0,0,2,1,0,16,0
gene-SGK1|SGK1,2946,3378,2184,1809,2214,1001,1578,3139,1969,1760,1809,2623
gene-LOC100684930|LOC100684930,33,46,20,41,45,51,20,33,50,49,124,26
gene-HBS1L|HBS1L,1400,1147,740,640,1461,1312,827,938,1105,1279,1673,1043
gene-PDE7B|PDE7B,19,8,5,33,15,243,4,32,22,33,70,16
gene-LOC111095400|LOC111095400,0,0,0,0,3,0,0,0,1,4,0,0
gene-MYB|MYB,138,112,88,193,135,146,66,131,264,392,16,90
gene-AHI1|AHI1,3874,3541,3589,1923,5683,618,2234,2297,4264,3901,399,2803
gene-LOC102156675|LOC102156675,0,0,0,0,0,2,1,0,0,1,0,0
gene-LOC119870734|LOC119870734,0,0,0,2,1,0,0,0,1,1,1,0
gene-LOC102153001|LOC102153001,214,209,192,132,223,258,213,165,170,206,402,157
gene-LOC111095371|LOC111095371,35,21,19,11,24,2,28,24,11,31,0,41
gene-LOC119870735|LOC119870735,4,0,17,0,5,0,0,6,0,0,0,0
gene-LOC102152959|LOC102152959,78,90,104,47,209,0,109,94,34,80,0,85
gene-LOC106558576|LOC106558576,210,208,134,202,164,156,101,151,338,337,146,180
gene-MTFR2|MTFR2,1540,1656,1278,1926,2044,175,1193,1760,2028,2297,56,1943
gene-LOC106558619|LOC106558619,3,0,0,0,2,4,5,0,8,2,5,4
gene-BCLAF1|BCLAF1,1935,1631,782,1862,1810,3692,458,1308,3555,4028,2286,1659
gene-SLC35D3|SLC35D3,0,3,0,4,0,0,0,0,0,2,0,0
gene-LOC100856045|LOC100856045,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC111090644|LOC111090644,11,23,18,8,12,0,11,16,4,5,0,0
gene-IL20RA|IL20RA,0,0,0,8,0,83,2,2,0,0,104,0
gene-LOC119870737|LOC119870737,0,3,0,5,0,5,0,0,4,6,0,3
gene-PEX7|PEX7,239,239,103,253,217,658,103,169,331,321,2046,171
gene-LOC119870738|LOC119870738,0,0,0,0,9,0,0,4,0,0,0,0
gene-IL22RA2|IL22RA2,9,4,5,2,11,5,5,3,5,3,5,5
gene-LOC119869884|LOC119869884,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC102155165|LOC102155165,21,52,0,13,26,0,9,44,0,15,0,53
gene-OLIG3|OLIG3,2,1,1,4,0,0,3,0,0,1,0,3
gene-LOC111090647|LOC111090647,0,0,0,0,0,0,0,0,0,0,0,0
gene-LOC100685599|LOC100685599,2,3,0,0,2,17,0,0,5,2,10,2
gene-LOC111090650|LOC111090650,32,15,24,9,16,0,25,17,5,17,0,0
